material_id,chem_formula,R$_0$,B,Tb_chemenv,num_Tb_chemenvs,Tb_wyckoff,num_Tb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tb_sites,num_CN_env,num_charge_states,TbX_coordn,TbO_coordn,mean_coordn_Tb-X,min_coordn_Tb-X,max_coordn_Tb-X,mean_coordn_Tb-O,min_coordn_Tb-O,max_coordn_Tb-O,mean_Tb_charge,min_Tb_charge,max_Tb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TbO_BondL
mp-1214377,BaTb2(MoO4)4,2.1519282991942474,0.2742239814433233,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.261876863579751],0.0,2.261876863579751,AB2C4D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mo-O-Tb,0.022950297717398,-2.6333665414492757,3.3313,4,Monoclinic,2/m,C2/c,oxide,,Ba,Mo,,,B,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4186648533924795
mp-1214513,Ba6Tb2Al4O15,3.0449511319826934,-1.063539996635872,no_data,1,no_data,1,no_data,0.0,no_data,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-O-Tb,0.0,-3.408807617530864,3.9253,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Tb,,B < -1,Negative B,2.3073593183144623
mp-1214551,Ba6Tb2Ga4O15,2.995689101313748,-1.0169142300314546,Octahedron,1,4g,1,[0.628905760555401],0.0,0.628905760555401,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Ga-O-Tb,0.0,-2.992134606604938,3.5957,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Ga,B,O,,,Tb,,B < -1,Negative B,2.290425826780416
mp-1214852,Ba2TbV3O11,1.3601578695729877,1.1593759833191943,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.149558089897541],0.0,2.149558089897541,AB2C3D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-O-Tb-V,0.01799892632351,-3.005782029803922,3.4739,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,V,,,B,O,,,Tb,,B > 1,Positive B,2.480057685668634
mp-1217522,TbTaTiO6,2.1635416837342367,0.2638618532752502,Square-face bicapped trigonal prism,1,4a,1,[1.50032327475063],0.0,1.50032327475063,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ta-Tb-Ti,0.0,-3.657415306092592,3.153499999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Ta",,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.401668002969778
mp-1217661,Tb5Si2BO13,2.053153308601548,0.4049354031753716,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"2c, 1a, 1b",3,"[2.557197075067566, 3.309584478607766, 2.316868689601244, 2.886258814102881, 2.068804996928308, 2.499114300588133, 2.490263205261409, 2.298235451994565]",0.0,2.553290876518984,AB2C5D13,2,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-O-Si-Tb,0.0,-3.714724967976191,4.4975,4,Monoclinic,m,Pm,oxide,,,,,,"B, Si","O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.432748424001915
mp-1217713,Tb2MnSbO7,2.075102048833588,0.3590699342000347,Cube,1,"2c, 2b",2,"[2.000251205654383, 1.323902356941734]",0.0,1.6620767812980586,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Mn-O-Sb-Tb,0.0,-2.950563000114941,0.429599999999999,4,Orthorhombic,mmm,Imma,oxide,,,Mn,,,Sb,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.441328657778886
mp-1217718,Tb2AlFeO6,1.2761228976177854,1.2832453600380749,Square-face bicapped trigonal prism,1,4e,1,[2.129837701955588],0.0,2.129837701955588,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-O-Tb,0.017909213562502,-3.278761241833332,2.4911,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,Al,,O,F,,Tb,,B > 1,Positive B,2.4284468631888654
mp-1217726,Tb2VFeO6,0.8564936075065971,1.795351594998504,Square-face bicapped trigonal prism,1,4e,1,[1.577409813976881],0.0,1.577409813976881,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-O-Tb-V,0.0,-3.079295732833335,1.3995,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Fe",,,,O,F,,Tb,,B > 1,Positive B,2.4645899108333333
mp-1217727,Tb2MnCrO6,1.2237906112303272,1.3692986146788075,Square-face bicapped trigonal prism,1,4e,1,[1.5636675819618802],0.0,1.5636675819618802,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Mn-O-Tb,0.019794951000001,-3.102837643126437,0.9641999999999992,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cr, Mn",,,,"C, O",,,Tb,,B > 1,Positive B,2.4475467598752734
mp-1217731,Tb2CrSbO7,2.01862884752208,0.4012432938679831,Cube,1,"2d, 2a",2,"[1.9796685446881241, 1.413451955641857]",0.0,1.6965602501649906,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-O-Sb-Tb,0.0,-3.044271386666666,2.1144,4,Orthorhombic,mmm,Imma,oxide,,,Cr,,,Sb,"C, O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4353698083507713
mp-1220906,NaTbTi2O6,0.8917069751300504,1.6256163644136017,Square-face bicapped trigonal prism,1,2a,1,[2.626902494616547],0.0,2.626902494616547,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-O-Tb-Ti,0.010125840624993,-3.437854374471263,2.307,4,Orthorhombic,mm2,Pmn2_1,oxide,Na,,Ti,,,,"N, O",,,Tb,,B > 1,Positive B,2.4389162861311307
mp-1220923,NaTbIrO4,1.7047226893668728,0.7423695893684916,"Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)",2,"2e, 1b",2,"[0.7777785645463101, 0.585145409297783]",0.0,0.6814619869220466,ABCD4,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Na-O-Tb,0.035583614508931,-2.322461999720853,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,,Ir,,,,"N, O",I,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.464617649689427
mp-1221228,Na3TbTi2Nb2O12,1.227704711846218,1.2084567323639688,Square-face bicapped trigonal prism,1,1a,1,[2.526200280518313],0.0,2.526200280518313,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Na-Nb-O-Tb-Ti,0.01339314591665,-3.133281343373563,0.0,5,Triclinic,1,P1,oxide,Na,,"Ti, Nb",,,,"N, O",,,Tb,,B > 1,Positive B,2.4140216558076233
mp-1222843,LaTb3(Mo2O7)2,1.8206168333210613,0.6425192658995731,Cube,1,3e,1,[1.423596882018024],0.0,1.423596882018024,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mo-O-Tb,0.0,-2.925762261590908,0.2778,4,Trigonal,-3m,R-3m,oxide,,,Mo,,,,O,,,"La, Tb",,"B $\in$ [0.5, 1]",Positive B,2.457770849975018
mp-1223146,La3Tb(PO4)4,1.5024476305789154,0.925724507497231,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,1a,1,[4.15617575696454],0.0,4.15617575696454,AB3C4D16,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,La-O-P-Tb,0.043978671249984,-3.484662606676586,4.7001,4,Triclinic,1,P1,phosphate,,,,,,,"O, P",,,"La, Tb",,"B $\in$ [0.5, 1]",Positive B,2.527670699342752
mp-1227131,CaTb3Mn4O12,2.158284388393221,0.303038717480446,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[2.136082464656845, 2.129391577878318, 2.015607090959524]",0.0,2.093693711164896,AB3C4D12,1,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.004676387187474,-2.908001520086206,0.0,4,Monoclinic,m,Pm,oxide,,Ca,Mn,,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.448480446254061
mp-1227156,CaTbMn2O6,1.459284490171354,1.4785094925349105,Square-face bicapped trigonal prism,1,2a,1,[2.396330338691476],0.0,2.396330338691476,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.00541501644642,-2.782975006752873,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Ca,Mn,,,,"C, O",,,Tb,,B > 1,Positive B,2.4526374750060276
mp-1227302,CaTb2Mn3O9,2.032815787338703,0.4147594043364134,Square-face bicapped trigonal prism,1,4c,1,"[2.433422345004022, 1.94472662994474]",0.0,2.189074487474381,AB2C3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.003236581440459,-2.8680120311417623,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ca,Mn,,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.445356752736771
mp-1227626,Ca2TbMn3O9,2.4050959841625312,0.0158223652434436,Square-face bicapped trigonal prism,1,4c,1,[2.647343506183165],0.0,2.647343506183165,AB2C3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.008408891430562,-2.696405667863985,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ca,Mn,,,,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4430429007008128
mp-1227679,Ca3TbMn4O12,1.9914451778509856,0.6029356606835675,Square-face bicapped trigonal prism,1,1a,1,[2.502202556639059],0.0,2.502202556639059,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Tb,0.011227391031258,-2.6512617804195413,0.0,4,Monoclinic,m,Pm,oxide,,Ca,Mn,,,,"C, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4216028105471032
mp-1228219,Ba3TbIrRuO9,1.7384925827013753,0.718760770885772,Octahedron,1,2a,1,[0.009430107688837001],0.0,0.009430107688837001,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Tb,0.0,-2.5823269487777782,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.2370620765943854
mp-1228418,Ba3Tb2WO9,1.5401443354735502,1.0771073454856646,Octahedron,1,"1g, 2i, 1b",3,"[0.220992171113804, 0.27903734061254104, 0.11708508922788101]",0.0,0.205704866984742,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-O-Tb-W,0.0,-3.259709961222221,2.3808,4,Triclinic,-1,P-1,oxide,,Ba,W,,,B,O,,,Tb,,B > 1,Positive B,2.2903308187311566
mp-12647,TbNbO4,2.3395637782629484,0.0596846454314292,Square antiprism,1,2e,1,[2.659148758387793],0.0,2.659148758387793,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nb-O-Tb,0.0,-3.566975817777776,3.5124999999999997,3,Monoclinic,2/m,C2/c,oxide,,,Nb,,,,"N, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.367834170562848
mp-12932,TbTaO4,2.1974004352781327,0.2308679914808708,Square antiprism,1,2e,1,[1.995367168493492],0.0,1.995367168493492,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ta-Tb,0.0,-3.5855617978888903,4.0177,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3772587727540793
mp-13063,Tb2O3,1.8703861247556144,0.6413371503929053,Face-capped octahedron,1,2d,1,[2.824654093089434],0.0,2.824654093089434,A2B3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-Tb,0.039209311,-3.867086503999999,4.1338,2,Trigonal,-3m,P-3m1,oxide,,,,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3822713602453405
mp-14649,Tb2Ge2O7,1.7690011132837715,0.7726547908673373,Square-face capped trigonal prism,1,8b,1,[3.434312325330518],0.0,3.434312325330518,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ge-O-Tb,0.0,-2.8723007840909123,3.758099999999999,3,Tetragonal,422,P4_12_12,oxide,,,,,,Ge,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3463108079806885
mp-14948,TbCu(MoO4)2,2.3387587267158216,0.0428122991532744,Square antiprism,1,8c,1,[0.41307692968040904],0.0,0.41307692968040904,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Mo-O-Tb,0.012346195312501,-2.279479599722222,1.9353999999999991,4,Orthorhombic,mmm,Pbca,oxide,,,"Cu, Mo",,,,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3963930332633687
mp-15161,Tb2Ru2O7,1.7820243545023948,0.6089142458621053,Cube,1,4c,1,[1.5064238201955051],0.0,1.5064238201955051,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ru-Tb,0.015515789886357,-2.5896548243939392,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Ru,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3892610752838994
mp-1518219,BaSrTbBiO6,2.267435708651474,-0.0117945884943987,Octahedron,1,4e,1,[0.013987812441975],0.0,0.013987812441975,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-O-Sr-Tb,0.003335423999998,-2.817214855916667,1.8169,5,Orthorhombic,mmm,Pnnn,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.259180792565912
mp-1518633,BaCaTbBiO6,2.255618836009493,0.0148371999450077,Octahedron,1,4u,1,[0.23070738137579203],0.0,0.23070738137579203,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-O-Tb,0.004942283843747,-2.802971251666666,1.721299999999999,5,Orthorhombic,222,P222,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2659546827979535
mp-1518778,BaSrTbWO6,2.2676480495891407,0.0008618610672788,Octahedron,1,"1d, 1g",2,"[0.025743646623415002, 0.044907616730048006]",0.0,0.0353256316767315,ABCDE6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-O-Sr-Tb-W,0.02167496781251,-3.132688880666665,2.038,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",W,,,B,"O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2681220680983243
mp-1518827,BaCaTbBiO6,2.65035186694605,-0.5335473860590014,Octahedron,1,"1d, 1g",2,"[0.206947039232863, 0.13269858299418602]",0.0,0.1698228111135245,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-O-Tb,0.005178365343746,-2.802735170166667,1.705299999999999,5,Triclinic,-1,P-1,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.2797748128233484
mp-1520387,BaSrTbSbO6,2.145589916681307,0.1609840850529592,Octahedron,1,4u,1,[0.051409941307310004],0.0,0.051409941307310004,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-O-Sb-Sr-Tb,0.005719550625,-3.076610396166665,3.4354,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,,"B, Sb","O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.257296838225544
mp-1520398,SrCaTbBiO6,2.3874976629470126,-0.1684676229183677,Octahedron,1,"1d, 1g",2,"[0.098850312980719, 0.128715880339316]",0.0,0.1137830966600175,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ca-O-Sr-Tb,0.0,-2.844511043666667,1.7765,5,Triclinic,-1,P-1,oxide,,"Ca, Sr",,,Bi,B,"C, O, S",,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.2704720671400795
mp-1520523,BaSrTbSbO6,2.133283534990369,0.1841110529244222,Octahedron,1,"1d, 1g",2,"[0.050368573996506, 0.041637171557214005]",0.0,0.04600287277686001,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-O-Sb-Sr-Tb,0.004673632624999,-3.077656314166667,3.5885,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",,,,"B, Sb","O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.261072486381957
mp-1522124,CaTbEuNbO6,2.323189382660704,-0.0737199143765991,Octahedron,1,"1d, 1g",2,"[0.06829760830688801, 0.09342827132345301]",0.0,0.08086293981517051,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Eu-Nb-O-Tb,0.010297990174487,-3.466817037666667,0.1824,5,Triclinic,-1,P-1,oxide,,Ca,Nb,,,,"C, N, O",,,"Eu, Tb",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2719802007499967
mp-1522360,BaSrTbNbO6,2.2205466415516675,0.0644161963987092,Octahedron,1,4u,1,[0.074045136745899],0.0,0.074045136745899,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O-Sr-Tb,0.013637760218751,-3.442391359666666,2.982599999999999,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.265547157884081
mp-1522402,BaSrTbSnO6,2.1929365213683334,0.1584090595690548,Octahedron,1,4u,1,[0.083761425354459],0.0,0.083761425354459,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-O-Sn-Sr-Tb,0.047837354312497,-2.896917427166667,0.0,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,Sn,B,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.2572155782053485
mp-15520,TbZn(BO2)5,1.7883651581241502,0.6110730619746454,Square-face bicapped square antiprism,1,4e,1,[4.094838459794257],0.0,4.094838459794257,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-O-Tb-Zn,0.011412471838225,-2.9283569619117653,5.227,4,Monoclinic,2/m,P2_1/c,metaborate,,,Zn,,,B,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.535553355202212
mp-16590,Tb4Si2S3O7,2.1819935629425227,0.2480942359284746,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.707505588710971, 1.420423435359911]",0.0,1.563964512035441,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,O-S-Si-Tb,0.005377639609381,-3.173476030032546,2.6586,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4360358020253776
mp-16927,NaTbGeO4,1.9294837703817904,0.5925650212521417,Octahedron,1,4c,1,[2.425239141440439],0.0,2.425239141440439,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ge-Na-O-Tb,0.0,-2.866214607935139,3.598799999999999,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,Ge,"N, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3151469890648126
