material_id,chem_formula,R$_0$,B,Tb_chemenv,num_Tb_chemenvs,Tb_wyckoff,num_Tb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tb_sites,num_CN_env,num_charge_states,TbX_coordn,TbO_coordn,mean_coordn_Tb-X,min_coordn_Tb-X,max_coordn_Tb-X,mean_coordn_Tb-O,min_coordn_Tb-O,max_coordn_Tb-O,mean_Tb_charge,min_Tb_charge,max_Tb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TbO_BondL
mp-17128,CsTb(PO3)4,2.31506214721867,0.0895508276076996,Square antiprism,1,2a,1,[1.074828209521384],0.0,1.074828209521384,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-O-P-Tb,0.0,-2.9250557466607363,5.3063,4,Monoclinic,2,P2_1,phosphite,Cs,,,,,,"C, O, P",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4048725119435934
mp-17308,Tb2Si2O7,2.051243577649221,0.3664648672587139,"Square-face bicapped trigonal prism, Octahedron",2,2i,1,"[2.706999102711721, 3.358276147312955, 1.852294108195522, 2.572037403445528]",0.0,2.6224016904164316,A2B2C7,2,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Si-Tb,0.0,-3.530123351590909,4.9475,3,Triclinic,-1,P-1,oxide,,,,,,Si,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.380901842772361
mp-17323,TbCu(BO2)5,1.8370293267042768,0.5614943642707829,Dodecahedron with triangular faces - p2345 plane normalized,1,2b,1,[1.7628890006781481],0.0,1.7628890006781481,ABC5D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-O-Tb,0.019288528284313,-2.80553174632353,0.7428,4,Orthorhombic,mmm,Ibam,metaborate,,,Cu,,,B,"C, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4027549517136806
mp-18084,BaTb2ZnO5,2.5369083906362104,-0.1914010208716155,Square-face capped trigonal prism,1,4c,1,"[1.631014478665804, 2.04096282004535]",0.0,1.8359886493555768,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Tb-Zn,0.012870990046292,-3.25075140037037,3.050599999999999,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,O,,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.368359312720599
mp-18194,LiTb(PO3)4,1.8967550612701671,0.5243816204285776,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.5008318518896231],0.0,0.5008318518896231,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Li-O-P-Tb,0.0,-2.930098251865078,6.0116,4,Monoclinic,2/m,C2/c,phosphite,Li,,,,,,"O, P",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4184691853259146
mp-18340,Tb2MoO6,2.207608483020868,0.2115351826848171,"Cube, Square antiprism",2,"4f, 2e",2,"[3.622757333855021, 2.839167934131086, 1.548681010379203]",0.0,2.6702020927884367,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Tb,0.0,-3.183555702870368,2.2016,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4030177867096723
mp-18525,TbMn2O5,1.8071419371972368,0.6156700944645468,Square-face bicapped trigonal prism,1,4g,1,[2.452483521235399],0.0,2.452483521235399,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mn-O-Tb,0.0,-2.650917842503593,1.1663,3,Orthorhombic,mmm,Pbam,oxide,,,Mn,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3855297364545986
mp-18538,TbCu(WO4)2,2.5328271210099738,-0.0878014363751006,Square antiprism,1,2i,1,[2.948756044669427],0.0,2.948756044669427,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-O-Tb-W,0.049170954322923,-2.371085475555555,1.493399999999999,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4216810035914977
mp-19200,Tb2Mo2O7,1.7996398056155,0.6167810962631372,Cube,1,4d,1,[1.512680400936716],0.0,1.512680400936716,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Tb,0.001834895340902,-2.910913877121213,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Mo,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.414719942029192
mp-19802,TbCoO3,1.2746377929326556,1.2343484438000396,Square-face bicapped trigonal prism,1,4c,1,[1.8046713697056],0.0,1.8046713697056,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Co-O-Tb,0.0,-2.622154927833276,1.4208999999999992,3,Orthorhombic,mmm,Pnma,oxide,,,Co,,,,"C, O",,,Tb,,B > 1,Positive B,2.385503421428051
mp-19853,TbFeO3,0.8934546312789884,1.72379238075558,Square-face bicapped trigonal prism,1,4c,1,[1.601385209265622],0.0,1.601385209265622,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Fe-O-Tb,6.255587500092474e-05,-2.844573657333333,1.6263,3,Orthorhombic,mmm,Pnma,oxide,,,Fe,,,,O,F,,Tb,,B > 1,Positive B,2.4380555090733003
mp-22055,TbMnO3,1.0885476486564412,1.5043731732007153,Square-face bicapped trigonal prism,1,4c,1,[1.765967923044942],0.0,1.765967923044942,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mn-O-Tb,0.0,-3.03061692641954,0.4016,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,,,O,,,Tb,,B > 1,Positive B,2.4344816466541745
mp-2230949,Tb5Mg(MoO6)2,2.175475031492404,0.3032035212733812,"Square-face capped trigonal prism, Octahedron",2,"2i, 1c",2,"[1.293968565842049, 3.257827456607288, 0.040220017746594006]",0.0,1.5306720133986438,AB2C5D12,2,2,2,"[7.0, 6.0]","[7.0, 6.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-Tb,0.035358164906245,-3.287994159916666,0.759599999999999,4,Monoclinic,2/m,C2/m,oxide,,Mg,Mo,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.349528624302151
mp-2457,Tb2O3,1.9314482236825417,0.5626737342056696,"Octahedron, Square-face capped trigonal prism",2,2i,1,"[1.444059159179902, 2.353267684251054, 1.8062694934844572]",0.0,1.867865445638471,A2B3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-Tb,0.024932322333331,-3.881363492666668,3.940699999999999,2,Monoclinic,2/m,C2/m,oxide,,,,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3589128875364396
mp-2750891,Tb3PO7,2.1374234848446294,0.2519556675748903,"Square antiprism, Square-face capped trigonal prism, Trigonal prism",3,"4j, 2h",2,"[1.132254149969101, 1.963703893518347, 2.394774082586673, 2.549194543131722, 2.3908580100714]",0.0,2.0861569358554486,AB3C7,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-P-Tb,0.0,-3.604985542997834,4.531499999999999,3,Monoclinic,2/m,C2/m,oxide,,,,,,,"O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.328432045284595
mp-29945,Tb2Mo4O15,2.21388975072584,0.1145922364493337,Square-face capped trigonal prism,1,4e,1,[2.404914560749883],0.0,2.404914560749883,A2B4C15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mo-O-Tb,0.0,-2.521284601587301,3.3306,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3132373213717807
mp-30313,Tb2Se2O7,1.9036588786339568,0.4932720762311892,Square antiprism,1,8g,1,[1.690898123417619],0.0,1.690898123417619,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-Se-Tb,0.0,-2.593688187092802,3.3263,3,Tetragonal,4/mmm,P4_2/ncm,oxide,,,,,,,"O, S, Se",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3890105649492
mp-30537,TbP5O14,2.1850436568077853,0.1921290927915644,Square antiprism,1,4e,1,[0.320011950442456],0.0,0.320011950442456,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-P-Tb,0.0,-2.822881313869047,5.572999999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.374901998358368
mp-30948,Tb(IO3)3,2.3569364333518648,0.009924520008128,Square-face bicapped trigonal prism,1,4e,1,[1.455430726184031],0.0,1.455430726184031,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",SCAN,I-O-Tb,0.011002281153846,-1.10645345576923,3.5406,3,Monoclinic,2/m,P2_1/c,iodate,,,,,,,O,I,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3668288027926128
mp-31102,Tb3ReO7,1.7984611930850825,0.6968739601488915,"Cube, Pentagonal bipyramid",2,"4g, 2b",2,"[0.729634020839349, 2.709346657285473]",0.0,1.719490339062411,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Re-Tb,0.047271599772736,-3.344088259318181,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4186945810701306
mp-31112,Tb3GaO6,1.81164753459618,0.6548769269793884,Square-face capped trigonal prism,1,"4b, 2a",2,"[3.583443041375927, 2.367534392870485]",0.0,2.975488717123206,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Ga-O-Tb,0.0,-3.4837454135,3.605399999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,,,,,Ga,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.362369071423805
mp-31119,TbScO3,0.3861947214326882,2.3843912267501945,Square-face bicapped trigonal prism,1,4c,1,[1.9589295893548502],0.0,1.9589295893548502,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Sc-Tb,0.000634318875,-3.881305531499998,4.4378,3,Orthorhombic,mmm,Pnma,oxide,,,Sc,,,,"O, S",,,Tb,,B > 1,Positive B,2.4928564235219777
mp-3114,Tb2(MoO4)3,2.04697688672734,0.3534238767679632,Square-face capped trigonal prism,1,4c,1,"[3.049753756167376, 3.058194702895657]",0.0,3.0539742295315166,A2B3C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-O-Tb,0.0,-2.656939632107843,3.3639,3,Orthorhombic,mm2,Pba2,oxide,,,Mo,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3483448252580694
mp-31245,Tb2Te4O11,2.2704210689229254,0.1416312332002209,Square-face bicapped trigonal prism,1,4f,1,[1.576880581383381],0.0,1.576880581383381,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Tb-Te,0.0,-2.30415422764707,3.2498,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3863360113423395
mp-4434,TbAlO3,1.430619300748665,1.115831151905727,Square-face bicapped trigonal prism,1,4c,1,[2.754421560882705],0.0,2.754421560882705,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-O-Tb,0.009000524749999,-3.739704172833333,5.598200000000001,3,Orthorhombic,mmm,Pnma,oxide,,,,,Al,,O,,,Tb,,B > 1,Positive B,2.4167381712589084
mp-4602,Tb2Ti2O7,1.6884188472982853,0.7262411465809648,Cube,1,4d,1,[2.043556489506287],0.0,2.043556489506287,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-Ti,0.010504636590896,-3.665801734848483,2.7256,3,Cubic,m-3m,Fd-3m,oxide,,,Ti,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4126608574865136
mp-4991,Tb2Sn2O7,1.8355754833695688,0.6072535176546988,Cube,1,4c,1,[1.440637392121515],0.0,1.440637392121515,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,O-Sn-Tb,0.0,-3.026676199848483,2.7218,3,Cubic,m-3m,Fd-3m,oxide,,,,,Sn,,"O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.441154499205263
mp-540740,SrTb2Fe2O7,2.0586190377213534,0.4285320217886476,Square-face capped trigonal prism,1,8j,1,[3.613772998654357],0.0,3.613772998654357,AB2C2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-O-Sr-Tb,0.014154409166662,-2.898120952777777,1.1701,4,Tetragonal,4/mmm,P4_2/mnm,oxide,,Sr,Fe,,,,"O, S",F,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3892889801834474
mp-554136,BaTb2Mn2O7,2.956155919681474,-0.5428357880362678,Square-face capped trigonal prism,1,4j,1,[2.848293370301736],0.0,2.848293370301736,AB2C2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Tb,0.021537956423649,-3.013942816182949,0.6727999999999991,4,Monoclinic,2/m,C2/m,oxide,,Ba,Mn,,,B,O,,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.407779799650332
mp-554593,TbTaO4,2.272430842703945,0.1379177095549724,Square antiprism,1,2e,1,[2.431918358259897],0.0,2.431918358259897,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ta-Tb,0.004155295833317,-3.581406502055557,4.1244,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3714794638121686
mp-554811,TbVO3,1.014933329729185,1.5843141021873428,Square-face bicapped trigonal prism,1,4c,1,[1.608637040840157],0.0,1.608637040840157,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-V,0.0,-3.291628755333334,1.439599999999999,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,O,,,Tb,,B > 1,Positive B,2.4323905624009274
mp-554903,TbSeClO3,1.9765825251360285,0.4169766588491949,Pentagonal bipyramid,1,4c,1,[1.453251038383108],0.0,1.453251038383108,ABCD3,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-O-Se-Tb,0.0,-2.486383226501735,4.386799999999999,4,Orthorhombic,mmm,Pnma,chlorate,,,,,,,"C, O, S, Se",Cl,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3289211329790276
mp-555097,Tb3Si2Cl5O6,1.8409703115604048,0.5900437353101684,"Hexagonal bipyramid, Pentagonal bipyramid",2,"4j, 2e",2,"[0.778699999728053, 1.260072164560309]",0.0,1.0193860821441811,A2B3C5D6,2,2,1,"[7.0, 8.0]","[2.0, 6.0]",7.5,7.0,8.0,4.0,2.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Cl-O-Si-Tb,0.0,-3.231703675,4.689599999999999,4,Monoclinic,2/m,C2/m,oxide,,,,,,Si,"C, O, S",Cl,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4226353953466075
mp-555494,NaTbMnWO6,3.473412415938506,-1.0299771055879483,Square-face bicapped trigonal prism,1,2a,1,[1.920294370742505],0.0,1.920294370742505,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-Tb-W,0.0,-2.6879429475977,2.2708,5,Monoclinic,2,P2_1,oxide,Na,,"Mn, W",,,,"N, O",,,Tb,,B < -1,Negative B,2.4239003374515207
mp-555727,RbTb(PO3)4,2.0991664938607326,0.2988805172097465,Square antiprism,1,4e,1,[0.40560566488389205],0.0,0.40560566488389205,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,O-P-Rb-Tb,0.0,-2.922630473763226,5.5062000000000015,4,Monoclinic,2/m,P2_1/c,phosphite,Rb,,,,,,"O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.393979849051499
mp-555909,Tb5Se2Cl3O10,2.0728605670732625,0.3037618973018693,"Cube, Face-capped octahedron, Trigonal prism",3,"2i, 1b",2,"[5.526589257204097, 2.202598500620701, 0.33376361281715805]",0.333,2.687650456880652,A2B3C5D10,3,3,1,"[8.0, 7.0, 8.0]","[5.0, 6.0, 8.0]",7.666666666666667,7.0,8.0,6.333333333333333,5.0,8.0,3.0,3.0,3.0,1.6666666666666667,1,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-O-Se-Tb,0.0,-3.02909966740104,3.7466,4,Monoclinic,2/m,C2/m,oxide,,,,,,,"C, O, S, Se",Cl,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.371186851885653
mp-556675,Rb2Li14Tb3O14,1.8208773022198472,1.1319989358479077,Octahedron,1,"1a, 2i",2,"[0.333286329000387, 0.5213752613055961]",0.0,0.42733079515299155,A2B3C14D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Li-O-Rb-Tb,0.042505566363636,-2.333967181868686,0.0,4,Orthorhombic,mmm,Immm,oxide,"Li, Rb",,,,,,O,,,Tb,,B > 1,Positive B,2.287730493859727
mp-556920,Tb9(SbO)5,2.219515938283604,0.174985881407402,"See-saw, Octahedron",2,"8g, 2c",2,"[1.961968904568436, 1.381701433735856, 3.474618840186146]",0.0,2.2727630594968127,A5B5C9,2,3,2,"[6.0, 6.0, 6.0]","[4.0, 1.0, 1.0]",6.0,6.0,6.0,2.0,1.0,4.0,2.333333333333333,2.0,3.0,2.6666666666666665,2,3,"Sb2-, Sb-, O2-","Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tb,0.0,-2.471698520263158,0.0,3,Tetragonal,4/m,P4/n,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3126627532022583
mp-557110,Tb3BWO9,1.508416403070596,1.0619550823409198,Dodecahedron with triangular faces - p2345 plane normalized,1,6c,1,[2.496095348948902],0.0,2.496095348948902,ABC3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-O-Tb-W,0.0,-3.382038129583333,3.8011,4,Hexagonal,6,P6_3,oxide,,,W,,,B,O,,,Tb,,B > 1,Positive B,2.4306188582274526
mp-558223,TbMoClO4,1.7374070536665904,0.7092723903589027,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.781623027086892],0.0,0.781623027086892,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-Mo-O-Tb,0.0,-2.689001928095238,2.748,4,Monoclinic,2/m,C2/m,perchlorate,,,Mo,,,,"C, O",Cl,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.428238586257983
mp-558318,Rb2TbGa(SiO3)4,1.578278677616877,1.0096848489818548,Pentagonal bipyramid,1,4f,1,[1.018670434518566],0.0,1.018670434518566,ABC2D4E12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-O-Rb-Si-Tb,0.0,-3.141671946583334,4.1811,5,Monoclinic,2/m,C2/c,oxide,Rb,,,,Ga,Si,"O, S",,,Tb,,B > 1,Positive B,2.4074430878989994
mp-558490,Tb3Se2ClO8,1.87402972466551,0.5820971455211964,"Square antiprism, Square-face capped trigonal prism",2,"8d, 4c",2,"[2.323404293714202, 2.5383019692155733]",0.0,2.430853131464888,AB2C3D8,2,2,1,"[7.0, 8.0]","[6.0, 7.0]",7.5,7.0,8.0,6.5,6.0,7.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-O-Se-Tb,0.0,-2.815241724441964,4.086,4,Orthorhombic,mmm,Pnma,hypochlorite,,,,,,,"C, O, S, Se",Cl,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3889163679544474
mp-558923,KTbCr2O8,2.143963053193154,0.2537474898190596,Square antiprism,1,4a,1,[0.9995043975611171],0.0,0.9995043975611171,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-K-O-Tb,0.0,-2.337311183659722,2.7243,4,Orthorhombic,222,P2_12_12_1,oxide,K,,Cr,,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3999251512566904
