material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Pd_wyckoff,num_Pd_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-17380,Ba2Ca(PdO2)3,2.1255950493263236,-0.0812701587532069,[4.0],2.0,2.0,2.0,Square plane,"2g, 4n",1,4.0,Pd,0.0,True,10.0,4.0,2.0616126609201872,2.061612662464765,2.0616126617264,7.242434244194329e-10,1.5445777989953058e-09,117.80332733885115,40.03651055050798,82.30532197296905,173.75314123132398,4.0,1.0,5,Square plane
mp-17380,Ba2Ca(PdO2)3,2.1255950493263236,-0.0812701587532069,[4.0],2.0,2.0,2.0,Square plane,"2g, 4n",1,4.0,Pd,0.0,True,11.0,4.0,2.0616126609201864,2.061612662464765,2.0616126617263997,7.242439646038908e-10,1.5445786871737255e-09,117.80332733885109,40.03651055050792,82.30532197296904,173.75314123132387,4.0,1.0,6,Square plane
mp-25257,Li15Bi4(PdO10)2,1.9909858905037077,0.0335665362371224,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Pd,1.0,False,19.0,4.0,1.9614016690792309,2.0583358765734387,2.009879172890754,0.038074778176483914,0.09693420749420789,47.62650851511527,22.848280444468926,15.756329543349874,87.17199375930053,4.0,1.0,1,Square plane
mp-25257,Li15Bi4(PdO10)2,1.9909858905037077,0.0335665362371224,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Pd,1.0,False,20.0,4.0,1.955885034894026,2.065037160141401,2.005129883899304,0.03960451654298948,0.10915212524737483,45.79934725286213,18.80182208433872,26.10226950214312,79.38569234700687,4.0,1.0,2,Square plane
mp-25257,Li15Bi4(PdO10)2,1.9909858905037077,0.0335665362371224,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Pd,1.0,False,19.0,4.0,1.9614016690792309,2.0583358765734387,2.009879172890754,0.038074778176483914,0.09693420749420789,47.62650851511527,22.848280444468926,15.756329543349874,87.17199375930053,4.0,1.0,1,Square plane
mp-25257,Li15Bi4(PdO10)2,1.9909858905037077,0.0335665362371224,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Pd,1.0,False,20.0,4.0,1.955885034894026,2.065037160141401,2.005129883899304,0.03960451654298948,0.10915212524737483,45.79934725286213,18.80182208433872,26.10226950214312,79.38569234700687,4.0,1.0,2,Square plane
mp-29352,Ba2PdO3,2.1024883286681115,-0.0615367412508591,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Pd,0.0,True,2.0,4.0,2.05750758,2.0620762852475645,2.0597919326237824,0.0022843526237822376,0.004568705247564697,57.804556414320366,32.41528061531735,0.0,89.99994240313706,0.0,0.0,1,Square plane
mp-29791,Nd4PdO7,1.746783647092402,0.4384613990789098,[4.0],2.0,2.0,2.0,Square plane,"1b, 1a",1,4.0,Pd,0.0,True,8.0,4.0,2.0431671184836606,2.061294181910663,2.0522306501971617,0.00906353171349994,0.018127063427002543,52.67337684316956,26.01377832641092,12.66020589267284,81.45925355048604,4.0,1.0,1,Square plane
mp-29791,Nd4PdO7,1.746783647092402,0.4384613990789098,[4.0],2.0,2.0,2.0,Square plane,"1b, 1a",1,4.0,Pd,0.0,True,9.0,4.0,2.032745011043963,2.0664262496842385,2.0495856303641,0.016840619320136807,0.03368123864027561,43.8828863567611,15.28798503857167,25.294267347401462,63.54547421790164,4.0,1.0,2,Square plane
mp-31031,La4PdO7,2.154874370068943,-0.1499535226843814,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Pd,0.0,True,4.0,4.0,2.046446000151443,2.0552928912986177,2.05086944572503,0.004423445573587315,0.008846891147174851,13.992787639287075,9.015680709520923,0.0,21.687479644486487,4.0,1.0,1,Square plane
mp-4359,Sr2PdO3,2.4865563686304073,-0.6620419380924506,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Pd,0.0,True,2.0,4.0,2.00267719,2.0517404555532512,2.0272088227766254,0.024531632776625515,0.049063265553251245,57.56400886214445,32.32516016985721,0.0,90.00161002420678,4.0,1.0,1,Square plane
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,24.0,6.0,2.021180950215621,2.0671940738125283,2.0444268672908525,0.016943517435654896,0.046013123596907235,107.2126469404142,34.45381203485187,84.12304494759375,176.41365066546604,6.0,1.0,1,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,25.0,6.0,2.022033494757311,2.0724820207067842,2.0448127862969425,0.015871327565853112,0.05044852594947313,59.68045995509966,23.719017808554163,23.60153057708311,92.53107760485115,6.0,1.0,2,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,26.0,6.0,2.0270025997912744,2.063223547504551,2.0445032293946137,0.014953867764669825,0.03622094771327644,60.91759827803518,27.990607684071538,25.506605975409833,124.7339822740215,6.0,1.0,3,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,27.0,6.0,2.0187518716741804,2.0643173588460106,2.0441328200127704,0.01633837851135302,0.04556548717183029,99.17609458044849,35.77412141874541,54.45080312461029,176.33999511316324,6.0,1.0,4,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,28.0,6.0,2.0424166221996125,2.0676062582098447,2.0588972434152426,0.00901831536874955,0.025189636010232164,99.58493938578218,36.68932478606018,54.430244461736876,179.84109413690436,6.0,1.0,5,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,29.0,6.0,2.0062710537167683,2.090603056130885,2.0466820260045875,0.02931572670368617,0.08433200241411676,52.56240088047617,21.11609683911531,16.727876870795168,94.01398342844568,6.0,1.0,6,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,30.0,6.0,1.999572613540811,2.102544827726564,2.0490131947567307,0.03782300377487987,0.1029722141857532,60.150792905649354,23.8285208451513,25.05362111717889,94.19247833225818,6.0,1.0,7,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,31.0,6.0,2.016440443204428,2.0801537805750474,2.0459881729179368,0.025028022680276436,0.06371333737061935,59.722011124970216,23.529390292863518,24.70700374511285,92.46916511540822,6.0,1.0,8,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,32.0,6.0,1.9861729397993686,2.1141231020802973,2.050827635014424,0.0382037465945837,0.1279501622809287,106.79445464464631,33.85774578043183,83.57847058446313,177.69159376153232,6.0,1.0,9,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,33.0,6.0,2.0115202563034646,2.135154682394577,2.054331765500702,0.03885984311829178,0.12363442609111219,60.87817922537366,23.3744786406726,16.317873416765057,97.87038489980804,6.0,1.0,10,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,34.0,6.0,2.02430259951943,2.085092137302737,2.04159508414378,0.020197803861176877,0.06078953778330698,53.34065447937308,25.573978903419277,6.305906446982887,78.36319164727134,6.0,1.0,11,no_data
mp-532526,Li2PdO3,1.9380585907714336,0.2715673352714486,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Pd,0.0,True,35.0,6.0,2.0071374291151916,2.1113354055124054,2.062028727116655,0.03946972160662375,0.10419797639721384,71.35299089954147,32.3872007054362,6.550053593610229,130.1546087968462,6.0,1.0,12,no_data
mp-545482,PdSeO3,2.023441974889412,-0.0049854955229211,[4.0],2.0,2.0,2.0,Square plane,2d,1,4.0,Pd,0.0,True,0.0,4.0,2.0189349208754948,2.0208777162970497,2.019908045922278,0.0009680177445690441,0.0019427954215549548,52.943520810108275,20.553106801098707,23.553514580220508,70.80856525864107,4.0,1.0,1,Square plane
mp-545482,PdSeO3,2.023441974889412,-0.0049854955229211,[4.0],2.0,2.0,2.0,Square plane,2d,1,4.0,Pd,0.0,True,1.0,4.0,2.018811107356609,2.020810608964272,2.0198087838987697,0.0009969229046293156,0.0019995016076630456,45.72513478349267,25.5120160242977,10.662760176486511,87.69021138514401,4.0,1.0,2,Square plane
mp-546684,PdSeO3,2.002581460083433,0.0162385569505931,[4.0],2.0,2.0,2.0,Square plane,2e,1,4.0,Pd,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-554320,P2Pd2O7,1.9404637439508037,0.1218751718975451,[4.0],2.0,2.0,2.0,Square plane,"2a, 2c",1,4.0,Pd,0.0,True,6.0,4.0,2.0056755248629448,2.048112054900148,2.0268937898815462,0.021218265018601135,0.04243653003720338,21.732064280767492,11.589835576963953,3.8023107526701714,35.665101682258474,4.0,1.0,1,Square plane
mp-554320,P2Pd2O7,1.9404637439508037,0.1218751718975451,[4.0],2.0,2.0,2.0,Square plane,"2a, 2c",1,4.0,Pd,0.0,True,7.0,4.0,2.0056755248629448,2.0481120549001472,2.0268937898815462,0.02121826501860069,0.04243653003720249,31.25223904201178,17.42398821133458,3.8023107526701714,49.42291124266391,4.0,1.0,2,Square plane
mp-555122,Rb2Pd(NO3)4,2.101145571124083,-0.0948499013982769,[4.0],2.0,2.0,2.0,Square plane,2c,1,4.0,Pd,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-555331,KGdPdO3,2.226440232276331,-0.2583861957597614,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,4.0,4.0,1.9953229874487552,2.0981960351848365,2.0364516670730537,0.04363566882201609,0.1028730477360813,10.358378430498922,7.694951324281755,0.0,20.71675686099779,4.0,1.0,1,Square plane
mp-555331,KGdPdO3,2.226440232276331,-0.2583861957597614,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,5.0,4.0,1.9953229874487555,2.0981960351848388,2.036451667073054,0.04363566882201672,0.1028730477360833,10.358378631735354,7.694951053392129,1.2074182697257333e-06,20.71675686099781,4.0,1.0,2,Square plane
mp-556475,KLaPdO3,2.1866133276997344,-0.1767375594957685,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,4.0,4.0,2.026729561139392,2.101178198848439,2.0562096241142087,0.03144870603474638,0.0744486377090472,10.459916681668867,7.77013106451993,8.537736462515939e-07,20.919833078746517,4.0,1.0,1,Square plane
mp-556475,KLaPdO3,2.1866133276997344,-0.1767375594957685,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,5.0,4.0,2.026730679164174,2.1011786583718517,2.056210436761193,0.03144840801582636,0.07444797920767776,10.460002324524998,7.770199435858585,8.537736462515939e-07,20.92000436445866,4.0,1.0,2,Square plane
mp-556518,K2Pd(NO3)4,2.0909769741416477,-0.1374175071231889,[4.0],2.0,2.0,2.0,Square plane,4e,1,4.0,Pd,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-557232,KSmPdO3,2.214235240201192,-0.2365947516015732,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,4.0,4.0,1.9991330010963049,2.1012506483361553,2.0394043855593815,0.043064162521077615,0.1021176472398504,58.68136068322082,32.34641740472409,0.0,89.47417461751515,4.0,1.0,1,Square plane
mp-557232,KSmPdO3,2.214235240201192,-0.2365947516015732,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,5.0,4.0,1.9991330010963049,2.101250648336154,2.039404385559382,0.04306416252107733,0.10211764723984906,58.681360683220824,32.34641740472411,0.0,89.47417461751517,4.0,1.0,2,Square plane
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,5.0,4.0,2.051070557445262,2.0510705574452643,2.0510705574452635,8.599750569898517e-16,2.220446049250313e-15,46.72787685926961,16.034961946772473,18.768578021408317,60.610762115386564,4.0,1.0,1,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,8.0,4.0,2.050660407265523,2.0570696159748643,2.0538650116201937,0.003204604354670515,0.006409208709341474,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,2,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,9.0,4.0,2.010355649925095,2.045099045713178,2.027727347819136,0.017371697894040694,0.03474339578808294,61.58317258475129,35.60342905021026,20.17651617494989,108.58675730780062,4.0,1.0,3,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,10.0,4.0,2.010355649925095,2.0450990457131786,2.0277273478191367,0.017371697894040916,0.03474339578808339,61.58317258475129,35.603429050210266,20.17651617494987,108.58675730780064,4.0,1.0,4,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,11.0,4.0,2.050660407265521,2.0570696159748643,2.053865011620193,0.003204604354670848,0.00640920870934325,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,5,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,5.0,4.0,2.051070557445262,2.0510705574452643,2.0510705574452635,8.599750569898517e-16,2.220446049250313e-15,46.72787685926961,16.034961946772473,18.768578021408317,60.610762115386564,4.0,1.0,1,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,8.0,4.0,2.050660407265523,2.0570696159748643,2.0538650116201937,0.003204604354670515,0.006409208709341474,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,2,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,9.0,4.0,2.010355649925095,2.045099045713178,2.027727347819136,0.017371697894040694,0.03474339578808294,61.58317258475129,35.60342905021026,20.17651617494989,108.58675730780062,4.0,1.0,3,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,10.0,4.0,2.010355649925095,2.0450990457131786,2.0277273478191367,0.017371697894040916,0.03474339578808339,61.58317258475129,35.603429050210266,20.17651617494987,108.58675730780064,4.0,1.0,4,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,11.0,4.0,2.050660407265521,2.0570696159748643,2.053865011620193,0.003204604354670848,0.00640920870934325,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,5,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,5.0,4.0,2.051070557445262,2.0510705574452643,2.0510705574452635,8.599750569898517e-16,2.220446049250313e-15,46.72787685926961,16.034961946772473,18.768578021408317,60.610762115386564,4.0,1.0,1,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,8.0,4.0,2.050660407265523,2.0570696159748643,2.0538650116201937,0.003204604354670515,0.006409208709341474,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,2,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,9.0,4.0,2.010355649925095,2.045099045713178,2.027727347819136,0.017371697894040694,0.03474339578808294,61.58317258475129,35.60342905021026,20.17651617494989,108.58675730780062,4.0,1.0,3,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,10.0,4.0,2.010355649925095,2.0450990457131786,2.0277273478191367,0.017371697894040916,0.03474339578808339,61.58317258475129,35.603429050210266,20.17651617494987,108.58675730780064,4.0,1.0,4,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,4.0,Pd,0.0,True,11.0,4.0,2.050660407265521,2.0570696159748643,2.053865011620193,0.003204604354670848,0.00640920870934325,45.01478541957393,17.189801635680098,18.214825651823,70.83132535501156,4.0,1.0,5,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,6.0,Pd,0.0,True,6.0,6.0,2.012680182224724,2.0736340503140784,2.0422504359179436,0.026818081709044123,0.06095386808935466,90.43480985693049,41.51182181913585,31.836474160244123,169.6363481873299,6.0,1.0,1,"Octahedron, Square plane"
mp-557269,Ba2Hg3(PdO2)7,2.027081924450981,0.016367989021964,"[4.0, 4.0, 4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2f, 2e, 2i, 1a",2,6.0,Pd,0.0,True,7.0,6.0,2.0126801822247242,2.0736340503140775,2.042250435917943,0.02681808170904311,0.060953868089353325,90.4348098569305,41.51182181913586,31.836474160244123,169.63634818732996,6.0,1.0,2,"Octahedron, Square plane"
mp-558831,KNdPdO3,2.1996060773369353,-0.207326595143533,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,4.0,4.0,2.009639897705753,2.1024728110854465,2.046034010497375,0.039056704934193484,0.09283291337969368,58.59504756384549,32.31335536003224,1.2074182697257333e-06,89.39906003671798,4.0,1.0,1,Square plane
mp-558831,KNdPdO3,2.1996060773369353,-0.207326595143533,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Pd,0.0,True,5.0,4.0,2.0096398977057532,2.102472811085448,2.0460340104973755,0.03905670493419377,0.09283291337969457,58.5950473626091,32.313355724941886,0.0,89.39906003671798,4.0,1.0,2,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,24.0,4.0,2.060003385104952,2.060003385104955,2.060003385104954,1.2161883888976235e-15,3.1086244689504383e-15,46.53283417193634,39.019402638389955,3.3107369765278594,89.91470037554956,4.0,1.0,1,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,25.0,4.0,2.0712516688211173,2.071251668821119,2.071251668821118,6.661338147750939e-16,1.7763568394002505e-15,46.84924472957442,23.3531092662272,11.075363663667497,89.93136640197568,4.0,1.0,2,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,26.0,4.0,2.0391433171728983,2.0676864640861674,2.053414890629533,0.014271573456633992,0.02854314691326909,119.70805635551524,42.018288277595836,89.69304278488853,179.6821537633384,4.0,1.0,3,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,27.0,4.0,2.060003385104952,2.060003385104955,2.0600033851049533,1.2947314098277875e-15,3.1086244689504383e-15,46.53283417193635,39.019402638389934,3.3107369765278594,89.91470037554959,4.0,1.0,4,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,28.0,4.0,2.0248549224399164,2.0332740239697276,2.029064473204823,0.004209550764904368,0.00841910152981118,73.816482560898,26.402521274835447,25.07908526297664,107.45078326225453,4.0,1.0,5,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,29.0,4.0,2.071251668821116,2.071251668821119,2.0712516688211178,1.1537776118301384e-15,3.1086244689504383e-15,46.8492447295744,23.35310926622721,11.075363663667463,89.93136640197567,4.0,1.0,6,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,30.0,4.0,2.0391433171728988,2.067686464086167,2.053414890629533,0.014271573456633435,0.028543146913268203,45.712787980692646,24.333955875965415,8.582777756837817,80.75048682753625,4.0,1.0,7,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,31.0,4.0,2.039143317172899,2.067686464086167,2.053414890629533,0.014271573456633657,0.02854314691326776,119.70805635551515,42.01828827759571,89.69304278488858,179.6821537633384,4.0,1.0,8,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,32.0,4.0,2.024854922439916,2.0332740239697262,2.029064473204821,0.0042095507649045905,0.008419101529810291,73.816482560898,26.40252127483546,25.079085262976612,107.45078326225453,4.0,1.0,9,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,33.0,4.0,2.0248549224399173,2.0332740239697267,2.029064473204822,0.004209550764904146,0.008419101529809403,73.816482560898,26.40252127483546,25.07908526297663,107.45078326225455,4.0,1.0,10,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,34.0,4.0,2.0248549224399164,2.0332740239697276,2.029064473204822,0.0042095507649044794,0.00841910152981118,73.816482560898,26.40252127483547,25.079085262976598,107.45078326225455,4.0,1.0,11,Square plane
mp-558846,Cs2As4Pd3O14,2.120965129847195,-0.1032437373350155,[4.0],2.0,2.0,2.0,Square plane,"4f, 4d, 2c",1,4.0,Pd,0.0,True,35.0,4.0,2.0391433171728983,2.067686464086168,2.053414890629533,0.014271573456634212,0.028543146913269535,45.81862864489878,24.432245191191186,8.356773145108683,80.85013211440769,4.0,1.0,12,Square plane
mp-560120,Na2Pd(NO3)4,2.0564550966166992,-0.0216503431025427,[4.0],2.0,2.0,2.0,Square plane,2b,1,4.0,Pd,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-560555,Li8Bi2PdO10,1.7128175411657245,0.4598106056715714,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Pd,0.0,True,10.0,4.0,2.0183763379185566,2.0450781668808933,2.031727252399725,0.013350914481167873,0.026701828962336638,32.8667271898723,19.56362639709437,0.10168425982209209,56.80642778150317,4.0,1.0,1,Square plane
mp-560563,K3(PdO2)2,2.020199683059989,-0.0394720171571994,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,"2a, 2c",1,4.0,Pd,1.0,False,6.0,4.0,2.009148765010261,2.0099575010361685,2.0096334643369556,0.000328351433781626,0.000808736025907475,42.56564921045955,8.084368136071294,34.34554304976722,53.55930412847594,4.0,1.0,1,Square plane
mp-560563,K3(PdO2)2,2.020199683059989,-0.0394720171571994,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,"2a, 2c",1,4.0,Pd,1.0,False,7.0,4.0,1.9938008567832652,1.994073866088621,1.9939373614359432,0.0001365046526775049,0.00027300930535578694,41.153897001699235,16.040073150322613,18.258892110960026,68.50485252754825,4.0,1.0,2,Square plane
