material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Pd_wyckoff,num_Pd_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,2.0,4.0,2.0360499608017233,2.071418749254711,2.053734355028217,0.017684394226493594,0.035368788452987854,48.63940764386526,22.148095161734872,22.94958421613202,85.21099652178374,4.0,1.0,2,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,3.0,4.0,2.0116630343319164,2.07731427614641,2.044488655239162,0.03282562090724561,0.06565124181449367,47.49812119294324,41.37124109772164,4.8101396983721365,92.32671242257959,4.0,1.0,3,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,4.0,4.0,1.9994978347986152,2.1037673481054795,2.0561796747035137,0.04675277842848817,0.10426951330686429,82.99556379955605,47.623947669241524,0.7665434132946973,165.73546735766044,4.0,1.0,4,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,5.0,4.0,2.0092841099206895,2.078971909935281,2.0456999724041687,0.03241255900149115,0.06968780001459152,118.31193698122513,40.32608154077055,84.28549112073426,177.9210763507394,4.0,1.0,5,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,6.0,4.0,2.0132193158159195,2.0854728750347684,2.049346095425343,0.03612677960942268,0.0722535592188489,49.0244301756319,38.85049380435779,2.4858294966543766,97.19774755801025,4.0,1.0,6,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,7.0,4.0,2.0092841099206895,2.078971909935276,2.0456999724041687,0.032412559001491786,0.06968780001458663,118.31193698122514,40.32608154077056,84.2854911207343,177.9210763507394,4.0,1.0,7,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,8.0,4.0,1.999497834798615,2.1037673481054884,2.056179674703514,0.046752778428488254,0.1042695133068734,82.99556379955602,47.623947669241524,0.7665434132946973,165.73546735766044,4.0,1.0,8,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,13.0,4.0,2.0371296366210845,2.0737913900193017,2.055460513320193,0.018330876699108378,0.0366617533982172,55.27349817206459,26.601198103837575,6.671423313325402,98.15753123581797,4.0,1.0,9,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,14.0,4.0,2.0371296366210827,2.073791390019305,2.055460513320194,0.018330876699110935,0.036661753398222086,55.27349817206461,26.601198103837593,6.671423313325402,98.15753123581803,4.0,1.0,10,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,15.0,4.0,2.0260214766868034,2.044033364705467,2.035027420696135,0.00900594400933119,0.01801188801866349,117.55529663766957,39.53293099251639,83.85190250062871,172.804379863743,4.0,1.0,11,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,16.0,4.0,2.030276047715827,2.11514208212305,2.072709064919439,0.04243301720361148,0.08486603440722318,117.23078155468846,39.18182200910331,76.02047213288283,171.7966090860393,4.0,1.0,12,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,17.0,4.0,2.006821435041769,2.0680959336725646,2.037458684357167,0.030637249315397797,0.061274498630795815,63.261301579035056,21.083288988924547,22.483252782330723,88.8753591528798,4.0,1.0,13,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,18.0,4.0,2.0124486693733434,2.0770278018636015,2.044738235618473,0.032289566245128576,0.06457913249025804,63.58101770362827,21.736062677130747,22.60018881269965,91.94008888742846,4.0,1.0,14,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,19.0,4.0,2.0081166993610973,2.0759427829781822,2.0420297411696398,0.03391304180854193,0.06782608361708498,117.48575599671476,39.43568625024906,79.50389015468356,172.73266811681157,4.0,1.0,15,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,20.0,4.0,2.012448669373346,2.077027801863599,2.0447382356184725,0.032289566245126244,0.06457913249025271,63.58101770362825,21.73606267713075,22.60018881269965,91.94008888742847,4.0,1.0,16,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,21.0,4.0,2.008116699361094,2.075942782978185,2.0420297411696398,0.033913041808545374,0.06782608361709075,117.48575599671476,39.43568625024907,79.50389015468357,172.73266811681148,4.0,1.0,17,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,22.0,4.0,2.0302760477158297,2.115142082123044,2.0727090649194366,0.042433017203606704,0.0848660344072143,117.2307815546885,39.181822009103335,76.02047213288297,171.79660908603947,4.0,1.0,18,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,23.0,4.0,2.006821435041765,2.0680959336725686,2.0374586843571665,0.03063724931540146,0.06127449863080381,63.26130157903506,21.083288988924558,22.483252782330723,88.87535915287987,4.0,1.0,19,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,24.0,4.0,2.026021476686799,2.0440333647054683,2.0350274206961343,0.009005944009334077,0.018011888018669264,117.55529663766954,39.53293099251634,83.85190250062873,172.8043798637429,4.0,1.0,20,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,25.0,4.0,2.0116630343319164,2.07731427614641,2.044488655239162,0.0328256209072455,0.06565124181449367,47.49812119294319,41.37124109772167,4.810139698371985,92.32671242257959,4.0,1.0,21,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,26.0,4.0,2.0092841099206895,2.078971909935281,2.0456999724041687,0.03241255900149115,0.06968780001459152,118.31193698122514,40.326081540770566,84.28549112073426,177.9210763507394,4.0,1.0,22,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,27.0,4.0,1.9994978347986152,2.1037673481054795,2.0561796747035137,0.04675277842848817,0.10426951330686429,82.99556379955605,47.623947669241524,0.7665434132946973,165.73546735766044,4.0,1.0,23,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,28.0,4.0,2.0132193158159195,2.0854728750347684,2.049346095425343,0.03612677960942279,0.0722535592188489,49.0244301756319,38.85049380435779,2.4858294966543766,97.19774755801025,4.0,1.0,24,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,29.0,4.0,2.0092841099206895,2.078971909935276,2.0456999724041687,0.032412559001491786,0.06968780001458663,118.31193698122514,40.32608154077056,84.2854911207343,177.9210763507394,4.0,1.0,25,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,30.0,4.0,1.999497834798615,2.1037673481054884,2.056179674703514,0.046752778428488254,0.1042695133068734,82.99556379955602,47.623947669241524,0.7665434132946973,165.73546735766044,4.0,1.0,26,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,31.0,4.0,2.00603345826436,2.0713106293305734,2.038672043797467,0.03263858553310639,0.06527717106621322,43.621821544436024,16.407104643863445,22.565597404089875,68.65209111410836,4.0,1.0,27,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,32.0,4.0,2.0246100485201315,2.115955773822834,2.070282911171483,0.045672862651350954,0.09134572530270235,54.559144826810076,24.723653173869785,26.336529823559193,96.2709926583419,4.0,1.0,28,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,34.0,4.0,2.036049960801724,2.071418749254708,2.053734355028216,0.017684394226491595,0.03536878845298386,48.63940764386524,22.148095161734858,22.94958421613199,85.2109965217837,4.0,1.0,29,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,35.0,4.0,2.0334937540746796,2.065524764888036,2.0495092594813578,0.016015505406677955,0.03203101081335635,47.630743213659564,21.678362619448606,23.01307614725224,83.34135345604737,4.0,1.0,30,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,36.0,4.0,2.0060334582643584,2.071310629330577,2.038672043797468,0.032638585533109055,0.06527717106621855,43.62182154443601,16.407104643863445,22.565597404089857,68.65209111410836,4.0,1.0,31,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,37.0,4.0,2.0227174467201454,2.0445905897335197,2.033654018226833,0.010936571506686477,0.021873143013374285,47.12038067798352,21.491738572199672,21.905631220121,82.55638577185563,4.0,1.0,32,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,38.0,4.0,2.0227174467201436,2.0445905897335224,2.0336540182268332,0.010936571506689141,0.021873143013378726,47.12038067798355,21.491738572199697,21.905631220121,82.55638577185569,4.0,1.0,33,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,39.0,4.0,2.0322034193561405,2.0662894366152007,2.0492464279856706,0.01704300862953001,0.03408601725906024,47.66143614847985,21.69753515599999,23.032374494295325,83.41057328867842,4.0,1.0,34,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,40.0,4.0,2.033493754074676,2.0655247648880377,2.0495092594813573,0.016015505406680286,0.03203101081336168,47.63074321365954,21.678362619448585,23.013076147252274,83.34135345604734,4.0,1.0,35,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,4.0,Pd,1.0,False,41.0,4.0,2.0246100485201284,2.1159557738228383,2.0702829111714833,0.04567286265135462,0.0913457253027099,54.55914482681009,24.72365317386981,26.33652982355915,96.27099265834194,4.0,1.0,36,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,0.0,8.0,2.114306332869639,2.7167904714720197,2.392086866187162,0.2735903009134695,0.6024841386023807,59.37592548327389,24.408699653964927,6.886592449892113,103.36373987799729,8.0,1.0,1,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,9.0,8.0,2.1269362083471983,2.6447942033716845,2.3695272436331174,0.23654988413849612,0.5178579950244862,102.7402501422239,36.09788775467511,66.33328443636267,179.19007234889114,8.0,1.0,2,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,10.0,8.0,2.119842051283045,2.592604733220494,2.35376181489589,0.2339372453197323,0.47276268193744864,102.83586929633842,36.33767518265229,65.63190707244274,179.96124933720063,8.0,1.0,3,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,11.0,8.0,2.1198420512830434,2.5926047332205,2.35376181489589,0.23393724531973298,0.47276268193745663,102.83586929633752,36.33767518265044,65.6319070724427,179.96124933720063,8.0,1.0,4,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,12.0,8.0,2.1269362083471997,2.644794203371681,2.3695272436331183,0.2365498841384958,0.5178579950244813,102.7402501422239,36.09788775467508,66.33328443636263,179.19007234889204,8.0,1.0,5,"Cube, Square plane"
mp-684657,Pd7O8,1.94728381604729,0.2346671812976007,"[4.0, 8.0, 4.0, 8.0]",2.5,2.0,3.0,"Cube, Square plane","2m, 2j, 2n, 4o, 2k",2,8.0,Pd,1.0,False,33.0,8.0,2.1143063328696394,2.7167904714720135,2.392086866187162,0.2735903009134689,0.602484138602374,59.37592548327389,24.408699653964906,6.886592449892219,103.36373987799729,8.0,1.0,6,"Cube, Square plane"
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,4.0,Pd,0.0,True,,,,,,,,,,,,,,0,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,66.0,6.0,2.159928242573428,2.4771583827528065,2.3677452522617704,0.14701753279759905,0.3172301401793787,51.633912512475746,25.110698374208983,15.117312377948613,81.30833662343746,6.0,1.0,1,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,69.0,6.0,2.0646879305648436,3.1362819650999265,2.4331903916581274,0.49598595413641267,1.071594034535083,101.25682125890225,37.066895313973006,61.467351876670804,179.19194971570568,6.0,1.0,2,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,70.0,6.0,2.0646878948437797,3.1362818268378954,2.433190378515974,0.49598588511407493,1.0715939319941157,101.2568219819753,37.06689439127918,61.46735121824893,179.1919474380078,6.0,1.0,3,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,71.0,6.0,2.081618433058011,3.180412520220436,2.4491059633470034,0.50869258446071,1.098794087162425,68.51125581768643,29.85440771570375,19.845740050806786,128.5815905943561,6.0,1.0,4,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,72.0,6.0,2.081618453393559,3.1804124745741933,2.4491059703692155,0.5086925456468705,1.0987940211806344,35.142680176834425,15.320221281110278,8.560976983389724,59.31720321336714,6.0,1.0,5,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,73.0,6.0,2.147443981385499,2.5127743139727214,2.370469655481,0.1574642237456312,0.36533033258722236,103.62615930533701,31.847064833060553,67.47352512921594,146.4841805673514,6.0,1.0,6,no_data
mp-738639,Ba14Ir8(PdO11)3,1.6211346082444265,0.6750596870825468,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pd,0.0,True,74.0,6.0,2.1474440465039075,2.5127743853845366,2.3704696807994345,0.15746421816569048,0.36533033888062905,103.62615922711426,31.84706440116525,67.47352504938951,146.48418151388617,6.0,1.0,7,no_data
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,15.0,6.0,2.052773465596106,2.079867373214658,2.0660224395345668,0.011080107200401722,0.027093907618552127,58.529528007197904,31.916233691807612,13.15235545124977,95.81688225801827,6.0,1.0,1,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,16.0,6.0,2.0527734655961067,2.0798673732146584,2.066022439534567,0.011080107200401377,0.027093907618551683,58.529528007197904,31.91623369180759,13.15235545124977,95.81688225801825,6.0,1.0,2,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,17.0,6.0,2.0771366774303046,2.0947930230208285,2.0852033429984123,0.005758754769414401,0.01765634559052387,57.90859018325804,31.225880488550068,11.849873796076258,96.13139287037812,6.0,1.0,3,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,18.0,6.0,2.3452601589401727,2.390272136828397,2.375239539430645,0.02119865218935927,0.04501197788822431,87.58139793293576,33.48288006284726,28.085610361832874,150.63249868546,6.0,1.0,4,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,19.0,6.0,2.077136677430305,2.0947930230208285,2.0852033429984123,0.005758754769414222,0.017656345590523426,57.908590183258056,31.225880488550068,11.849873796076258,96.13139287037816,6.0,1.0,5,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,15.0,6.0,2.052773465596106,2.079867373214658,2.0660224395345668,0.011080107200401722,0.027093907618552127,58.529528007197904,31.916233691807612,13.15235545124977,95.81688225801827,6.0,1.0,1,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,16.0,6.0,2.0527734655961067,2.0798673732146584,2.066022439534567,0.011080107200401377,0.027093907618551683,58.529528007197904,31.91623369180759,13.15235545124977,95.81688225801825,6.0,1.0,2,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,17.0,6.0,2.0771366774303046,2.0947930230208285,2.0852033429984123,0.005758754769414401,0.01765634559052387,57.90859018325804,31.225880488550068,11.849873796076258,96.13139287037812,6.0,1.0,3,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,18.0,6.0,2.3452601589401727,2.390272136828397,2.375239539430645,0.02119865218935927,0.04501197788822431,87.58139793293576,33.48288006284726,28.085610361832874,150.63249868546,6.0,1.0,4,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,19.0,6.0,2.077136677430305,2.0947930230208285,2.0852033429984123,0.005758754769414222,0.017656345590523426,57.908590183258056,31.225880488550068,11.849873796076258,96.13139287037816,6.0,1.0,5,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,15.0,6.0,2.052773465596106,2.079867373214658,2.0660224395345668,0.011080107200401722,0.027093907618552127,58.529528007197904,31.916233691807612,13.15235545124977,95.81688225801827,6.0,1.0,1,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,16.0,6.0,2.0527734655961067,2.0798673732146584,2.066022439534567,0.011080107200401377,0.027093907618551683,58.529528007197904,31.91623369180759,13.15235545124977,95.81688225801825,6.0,1.0,2,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,17.0,6.0,2.0771366774303046,2.0947930230208285,2.0852033429984123,0.005758754769414401,0.01765634559052387,57.90859018325804,31.225880488550068,11.849873796076258,96.13139287037812,6.0,1.0,3,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,18.0,6.0,2.3452601589401727,2.390272136828397,2.375239539430645,0.02119865218935927,0.04501197788822431,87.58139793293576,33.48288006284726,28.085610361832874,150.63249868546,6.0,1.0,4,"Trigonal prism, Octahedron"
mp-760103,Sr15Pd5O24,2.1890455670405453,-0.0470587309974195,"[6.0, 6.0, 6.0]",2.0,2.0,2.0,"Trigonal prism, Octahedron","1b, 2c",2,6.0,Pd,0.0,True,19.0,6.0,2.077136677430305,2.0947930230208285,2.0852033429984123,0.005758754769414222,0.017656345590523426,57.908590183258056,31.225880488550068,11.849873796076258,96.13139287037816,6.0,1.0,5,"Trigonal prism, Octahedron"
mp-8989,Na2P2PdO7,1.714189362723912,0.4888936595260146,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Pd,0.0,True,8.0,4.0,2.034751152385936,2.0720917485638317,2.0534214504748847,0.018670298088946935,0.03734059617789587,24.546140898855185,9.524180110545817,10.709490594002002,36.54158829645408,4.0,1.0,1,Square plane
mp-8989,Na2P2PdO7,1.714189362723912,0.4888936595260146,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Pd,0.0,True,9.0,4.0,2.0347511523859367,2.0720917485638317,2.0534214504748842,0.018670298088946713,0.03734059617789498,26.939025487032705,7.5279732617898585,15.55218388312605,37.14939081890009,4.0,1.0,2,Square plane
