material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Tl_wyckoff,num_Tl_chemenvs,CN,element,charge_range,is_single_charge
mp-556157,LiTl3(MoO4)2,2.7292731371786245,0.1475289646987363,"[10.0, 3.0, 9.0]",1.0,1.0,1.0,"Triangular cupola, Bicapped square prism (adjacent faces)","2b, 2a",2,10.0,Tl,0.0,True
mp-556157,LiTl3(MoO4)2,2.7292731371786245,0.1475289646987363,"[10.0, 3.0, 9.0]",1.0,1.0,1.0,"Triangular cupola, Bicapped square prism (adjacent faces)","2b, 2a",2,3.0,Tl,0.0,True
mp-556157,LiTl3(MoO4)2,2.7292731371786245,0.1475289646987363,"[10.0, 3.0, 9.0]",1.0,1.0,1.0,"Triangular cupola, Bicapped square prism (adjacent faces)","2b, 2a",2,9.0,Tl,0.0,True
mp-556574,Ba2Ca3Tl2(CuO3)4,2.0977019555706136,0.2484531965165876,[5.0],3.0,3.0,3.0,Trigonal bipyramid,2e,1,5.0,Tl,0.0,True
mp-556733,Ba2Ca3Tl2(CuO3)4,1.8722277292263343,1.038621528129125,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Tl,0.0,True
mp-556745,TlCO2,0.6108553372036314,1.2888620614560629,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,4e,1,7.0,Tl,0.0,True
mp-556819,Tl2Cd2(SO4)3,2.2155629480474976,0.3986063858373615,"[10.0, 8.0]",1.0,1.0,1.0,"Tricapped octahedron (cap faces are aligned), Pentagonal-face capped pentagonal antiprism",4a,2,10.0,Tl,0.0,True
mp-556819,Tl2Cd2(SO4)3,2.2155629480474976,0.3986063858373615,"[10.0, 8.0]",1.0,1.0,1.0,"Tricapped octahedron (cap faces are aligned), Pentagonal-face capped pentagonal antiprism",4a,2,8.0,Tl,0.0,True
mp-557143,Tl2Cu(CO3)2,2.4888334511086847,0.2732898754598197,"[3.0, 9.0]",1.0,1.0,1.0,"Tricapped triangular prism (one square-face cap and two triangular-face caps), Square-face bicapped trigonal prism",4e,2,3.0,Tl,0.0,True
mp-557143,Tl2Cu(CO3)2,2.4888334511086847,0.2732898754598197,"[3.0, 9.0]",1.0,1.0,1.0,"Tricapped triangular prism (one square-face cap and two triangular-face caps), Square-face bicapped trigonal prism",4e,2,9.0,Tl,0.0,True
mp-557258,Tl4Cu4(P2O7)3,3.025881935688442,0.0218321141201026,"[10.0, 6.0, 8.0]",1.0,1.0,1.0,"Pentagonal-face bicapped pentagonal prism, Bicapped octahedron (cap faces with one atom in common), Metabidiminished icosahedron","4d, 4c, 8f",3,10.0,Tl,0.0,True
mp-557258,Tl4Cu4(P2O7)3,3.025881935688442,0.0218321141201026,"[10.0, 6.0, 8.0]",1.0,1.0,1.0,"Pentagonal-face bicapped pentagonal prism, Bicapped octahedron (cap faces with one atom in common), Metabidiminished icosahedron","4d, 4c, 8f",3,6.0,Tl,0.0,True
mp-557258,Tl4Cu4(P2O7)3,3.025881935688442,0.0218321141201026,"[10.0, 6.0, 8.0]",1.0,1.0,1.0,"Pentagonal-face bicapped pentagonal prism, Bicapped octahedron (cap faces with one atom in common), Metabidiminished icosahedron","4d, 4c, 8f",3,8.0,Tl,0.0,True
mp-557692,Ba3Tl2Cl2O5,1.9955048573916847,0.3618686048966965,[5.0],3.0,3.0,3.0,Square pyramid,2e,1,5.0,Tl,0.0,True
mp-557704,TlNO3,2.4972902694645547,0.2418424933390866,"[11.0, 8.0]",1.0,1.0,1.0,Diminished icosahedron,3a,1,11.0,Tl,0.0,True
mp-557704,TlNO3,2.4972902694645547,0.2418424933390866,"[11.0, 8.0]",1.0,1.0,1.0,Diminished icosahedron,3a,1,8.0,Tl,0.0,True
mp-558338,Tl2CuAsO4,2.7196203185718875,0.0589692190736971,"[3.0, 4.0]",1.0,1.0,1.0,Square pyramid,4e,1,3.0,Tl,0.0,True
mp-558338,Tl2CuAsO4,2.7196203185718875,0.0589692190736971,"[3.0, 4.0]",1.0,1.0,1.0,Square pyramid,4e,1,4.0,Tl,0.0,True
mp-558755,Tl2MoO4,1.6700872563731246,0.655377503049711,"[6.0, 7.0]",1.0,1.0,1.0,"Icosahedron, End-trigonal-face capped trigonal prism, Octahedron","2d, 1a, 1b",3,6.0,Tl,0.0,True
mp-558755,Tl2MoO4,1.6700872563731246,0.655377503049711,"[6.0, 7.0]",1.0,1.0,1.0,"Icosahedron, End-trigonal-face capped trigonal prism, Octahedron","2d, 1a, 1b",3,7.0,Tl,0.0,True
mp-558944,Tl2Cu3(SeO3)6,2.2043112345059463,0.2984289887931493,[8.0],3.0,3.0,3.0,Square antiprism,2i,1,8.0,Tl,0.0,True
mp-559057,NbTl(BO3)2,3.19448550592356,0.0223570714295167,[10.0],1.0,1.0,1.0,Bicapped square prism (opposite faces),4a,1,10.0,Tl,0.0,True
mp-559607,TiTlPO5,2.67434274120964,0.1132286874129896,[5.0],1.0,1.0,1.0,Trigonal prism,8e,1,5.0,Tl,0.0,True
mp-559727,Tl2CuAsO4,2.112894388422654,0.5673159265944736,[5.0],1.0,1.0,1.0,Square pyramid,2a,1,5.0,Tl,0.0,True
mp-559961,Tl2SeO4,0.8608164682223223,1.0737794883662553,"[8.0, 9.0]",1.0,1.0,1.0,"Square antiprism, Tridiminished icosahedron",4a,2,8.0,Tl,0.0,True
mp-559961,Tl2SeO4,0.8608164682223223,1.0737794883662553,"[8.0, 9.0]",1.0,1.0,1.0,"Square antiprism, Tridiminished icosahedron",4a,2,9.0,Tl,0.0,True
mp-560035,Tl4Ni7(PO4)6,2.52779788585844,0.199719314962476,"[7.0, 9.0]",1.0,1.0,1.0,"Tricapped triangular prism (one square-face cap and two triangular-face caps), End-trigonal-face capped trigonal prism, Tricapped octahedron (all 3 cap faces share one atom)","2b, 1a",3,7.0,Tl,0.0,True
mp-560035,Tl4Ni7(PO4)6,2.52779788585844,0.199719314962476,"[7.0, 9.0]",1.0,1.0,1.0,"Tricapped triangular prism (one square-face cap and two triangular-face caps), End-trigonal-face capped trigonal prism, Tricapped octahedron (all 3 cap faces share one atom)","2b, 1a",3,9.0,Tl,0.0,True
mp-560950,K2NaTlO3,1.8373577124436624,1.3095802204702565,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Tl,0.0,True
mp-561182,Ba4Tl2Cu2HgO10,1.8029915696617207,1.1726299998879794,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Tl,0.0,True
mp-562541,Cs2Na3TlO4,2.2331148340968783,-0.052179134577468,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Tl,0.0,True
mp-5709,Tl3PO4,2.481370104711468,0.0625401349013357,[3.0],1.0,1.0,1.0,Square non-coplanar,6c,1,3.0,Tl,0.0,True
mp-573069,Ba2CaTl2(CuO4)2,2.1113793396152643,0.240156689189865,[5.0],3.0,3.0,3.0,Trigonal bipyramid,2e,1,5.0,Tl,0.0,True
mp-5915,TlNO3,2.510482496018323,0.2441512512465067,[9.0],1.0,1.0,1.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),8d,1,9.0,Tl,0.0,True
mp-602551,EuTl(MoO4)2,2.737974045595238,0.1451363165289941,[6.0],1.0,1.0,1.0,Metabidiminished icosahedron,4c,1,6.0,Tl,0.0,True
mp-6027,Ba2Tl2CuO6,1.840242349822195,1.465035957053382,[5.0],3.0,3.0,3.0,Square pyramid,4f,1,5.0,Tl,0.0,True
mp-605486,ScTl(MoO4)2,2.4013122691420543,0.2850258888782924,[11.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,4c,1,11.0,Tl,0.0,True
mp-605771,TlIn(MoO4)2,2.7826976146190665,0.1514344841152916,[11.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,4c,1,11.0,Tl,0.0,True
mp-6067,Tl2Cd2(SO4)3,1.6749081034298388,0.6368095511611603,"[15.0, 9.0]",1.0,1.0,1.0,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",4a,2,15.0,Tl,0.0,True
mp-6067,Tl2Cd2(SO4)3,1.6749081034298388,0.6368095511611603,"[15.0, 9.0]",1.0,1.0,1.0,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",4a,2,9.0,Tl,0.0,True
mp-616232,TlCr4BiO14,3.1403838373114263,-0.0402681266180144,[8.0],1.0,1.0,1.0,Diminished icosahedron,4e,1,8.0,Tl,0.0,True
mp-620290,Sr2TlCuO5,1.0475975792570278,2.023202700494317,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True
mp-632802,Ba2CaTlCu2O7,1.9029573079069289,0.785282221234402,[6.0],3.0,3.0,3.0,Octahedron,1d,1,6.0,Tl,0.0,True
mp-643701,TlP(HO2)2,2.020582584585857,0.5581140514725257,[6.0],1.0,1.0,1.0,Square antiprism,4c,1,6.0,Tl,0.0,True
mp-645568,TlCr(MoO4)2,2.533948518247012,0.2341009204289179,[11.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,4c,1,11.0,Tl,0.0,True
mp-645796,TlFe(MoO4)2,2.588571582365298,0.2122445688037619,[11.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,4c,1,11.0,Tl,0.0,True
mp-653154,Ba2Ca2Tl2Cu3O10,2.0481129274117,0.6140459452454579,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True
mp-654374,Ba2YTlCu2O7,0.9644323850472208,2.2305960529270905,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True
mp-6706,TiTlPO5,3.07036422231414,-0.0127046569241007,[9.0],1.0,1.0,1.0,Tricapped triangular prism (one square-face cap and two triangular-face caps),4a,1,9.0,Tl,0.0,True
mp-675953,Tl2SeO4,2.544874292068469,0.2097517764135267,"[4.0, 6.0]",1.0,1.0,1.0,Octahedron,2a,1,4.0,Tl,0.0,True
mp-675953,Tl2SeO4,2.544874292068469,0.2097517764135267,"[4.0, 6.0]",1.0,1.0,1.0,Octahedron,2a,1,6.0,Tl,0.0,True
mp-677378,TiNbTl(O2F)2,4.463666180845694,-1.3767664570689528,[3.0],1.0,1.0,1.0,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),2a,1,3.0,Tl,0.0,True
mp-680122,TlB5O8,2.9435251751948805,0.0748173731741324,[10.0],1.0,1.0,1.0,Anticuboctahedron,8c,1,10.0,Tl,0.0,True
mp-680433,Ba6Ca6Tl5Cu9O29,2.204788050533665,0.1732251103173044,[6.0],3.0,3.0,3.0,Octahedron,"2g, 2h, 1a",1,6.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,2.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,1.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,4.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,4.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,5.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,5.0,Tl,0.0,True
mp-685515,TlOF,1.9638662004040133,0.5319449624755792,"[2.0, 1.0, 4.0, 4.0, 5.0, 5.0, 6.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism","2b, 1a",2,6.0,Tl,0.0,True
mp-6885,Ba2CaTl2(CuO4)2,1.8664371003106384,1.0522372233800363,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Tl,0.0,True
mp-690560,TiTlWO5F,3.90440542995293,-0.2785769285597874,[8.0],1.0,1.0,1.0,Hendecahedron,2b,1,8.0,Tl,0.0,True
mp-690711,TlP(HO2)2,1.896759349831952,0.608742511908476,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,4e,1,7.0,Tl,0.0,True
mp-690725,TlCuHSO5,0.7047093771774606,1.1867612242729737,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,2e,1,7.0,Tl,0.0,True
mp-696762,TlP2H5O8,1.895867194355651,0.7752577752496477,[4.0],1.0,1.0,1.0,Bicapped square prism (opposite faces),2a,1,4.0,Tl,0.0,True
mp-696931,TlCuHSeO5,1.308836220634856,0.8777654705334719,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,2e,1,7.0,Tl,0.0,True
mp-697267,TlP(HO2)2,1.875235599485017,0.6193023959438035,"[7.0, 8.0]",1.0,1.0,1.0,"Square antiprism, Square-face capped trigonal prism",4e,2,7.0,Tl,0.0,True
mp-697267,TlP(HO2)2,1.875235599485017,0.6193023959438035,"[7.0, 8.0]",1.0,1.0,1.0,"Square antiprism, Square-face capped trigonal prism",4e,2,8.0,Tl,0.0,True
mp-697313,Al24Tl10Cd7(SiO4)24,2.891448328659611,-0.2172398861851222,"[2.0, 3.0]",1.0,1.0,1.0,"Trigonal prism, Triangular non-coplanar, Pentagonal pyramid",1a,3,2.0,Tl,0.0,True
mp-697313,Al24Tl10Cd7(SiO4)24,2.891448328659611,-0.2172398861851222,"[2.0, 3.0]",1.0,1.0,1.0,"Trigonal prism, Triangular non-coplanar, Pentagonal pyramid",1a,3,3.0,Tl,0.0,True
mp-705059,TlNi4(PO4)3,3.0172083043244493,-0.0869986328471106,[6.0],1.0,1.0,1.0,Trigonal prism,2a,1,6.0,Tl,0.0,True
mp-706518,TlCrO4,2.24571026584898,0.4363792930764109,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Triangular cupola",4c,2,6.0,Tl,0.0,True
mp-706518,TlCrO4,2.24571026584898,0.4363792930764109,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Triangular cupola",4c,2,7.0,Tl,0.0,True
mp-731920,TlAsO4,1.893164511743691,0.8911652779307481,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Tl,0.0,True
mp-733590,TlCuHCO4,1.8980600917916752,0.564996903796934,[4.0],1.0,1.0,1.0,Octahedron,6h,1,4.0,Tl,0.0,True
mp-753384,Nb4Tl4O13,2.1107448636109645,0.3812309685868944,[7.0],1.5,1.5,1.5,Face-capped octahedron,4e,1,7.0,Tl,0.0,True
mp-754034,Li2TlPCO7,0.7399940698806956,1.9459170211434769,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,2e,1,7.0,Tl,0.0,True
mp-754164,Tl6WO12,1.850093158066664,0.8115830475338729,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,6f,1,7.0,Tl,0.0,True
mp-755159,Tl2Ge2O7,1.5930531138588002,0.8027537061871222,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Tl,0.0,True
mp-755315,BaTl2O4,1.857519141592292,0.770665603889016,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True
mp-756122,Cs3TlO3,2.00499828614631,0.6286330801272404,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Tl,0.0,True
mp-756769,Na2TlPCO7,2.023311735849173,0.3999337432978792,[6.0],3.0,3.0,3.0,Pentagonal bipyramid,2e,1,6.0,Tl,0.0,True
mp-757407,Sr2Tl2O5,1.723658955770209,0.955771775947686,[6.0],3.0,3.0,3.0,Octahedron,"2c, 2a, 4e",1,6.0,Tl,0.0,True
mp-757458,Tl8Os8O27,2.014114969762397,0.5633383279508599,"[7.0, 8.0]",2.75,2.75,2.75,"Face-capped octahedron, Hexagonal bipyramid","4k, 4j",2,7.0,Tl,0.0,True
mp-757458,Tl8Os8O27,2.014114969762397,0.5633383279508599,"[7.0, 8.0]",2.75,2.75,2.75,"Face-capped octahedron, Hexagonal bipyramid","4k, 4j",2,8.0,Tl,0.0,True
mp-757586,Ba2Tl(HO)7,3.957132242509572,-2.368033983839953,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Tl,0.0,True
mp-758350,Nb8Tl8O25,2.4299425863515576,0.1898890123862316,"[6.0, 7.0]",1.25,1.25,1.25,"Face-capped octahedron, Octahedron","2b, 1a",2,6.0,Tl,0.0,True
mp-758350,Nb8Tl8O25,2.4299425863515576,0.1898890123862316,"[6.0, 7.0]",1.25,1.25,1.25,"Face-capped octahedron, Octahedron","2b, 1a",2,7.0,Tl,0.0,True
mp-758895,Ta2Tl2P7HO24,2.2178064137144875,0.428495608987632,"[7.0, 8.0]",1.0,1.0,1.0,"Cube, Square-face capped square prism",2e,2,7.0,Tl,0.0,True
mp-758895,Ta2Tl2P7HO24,2.2178064137144875,0.428495608987632,"[7.0, 8.0]",1.0,1.0,1.0,"Cube, Square-face capped square prism",2e,2,8.0,Tl,0.0,True
mp-759378,Nb3Tl3O10,2.284397371316696,0.2719641024406035,"[7.0, 8.0]",1.67,1.67,1.67,"End-trigonal-face capped trigonal prism, Hexagonal bipyramid","4d, 8h",2,7.0,Tl,0.0,True
mp-759378,Nb3Tl3O10,2.284397371316696,0.2719641024406035,"[7.0, 8.0]",1.67,1.67,1.67,"End-trigonal-face capped trigonal prism, Hexagonal bipyramid","4d, 8h",2,8.0,Tl,0.0,True
mp-765585,Ca3Tl4O9,1.91179922031426,0.646442104980578,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Tl,0.0,True
mp-768155,Na3TlPCO7,1.781645354123124,1.017212666509182,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,2e,1,7.0,Tl,0.0,True
mp-768374,MnTlO3,1.3110589599299176,1.2375953507782014,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Tl,0.0,True
mp-768537,Cs3TlO3,1.917373549436983,0.9372206924669364,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Tl,0.0,True
mp-771826,BaTl2O4,2.616347499172752,-0.3829470004690422,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True
mp-861057,Ca2Tl2O5,1.834447506608727,0.7221753885213402,[6.0],3.0,3.0,3.0,Octahedron,"2c, 2a, 4e",1,6.0,Tl,0.0,True
mp-9117,Sr2YTlCu2O7,1.066904570281442,2.0549491909440176,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True
mp-9216,Ca3Tl2O6,1.7927093990325678,0.7849396575419088,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True
mp-9754,Tl2Cr3O12,2.060866531729945,0.2627163582416975,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Tl,0.0,True
